source,target,weight,source_freq,target_freq
Aniline Compounds,Pyrimidines,69,69,71
Acrylamides,Pyrimidines,69,70,71
Indoles,Pyrimidines,69,69,71
Aniline Compounds,Indoles,69,69,69
Acrylamides,Aniline Compounds,68,70,69
Acrylamides,Indoles,68,70,69
Lung Neoplasms,drug therapy,60,66,65
"Carcinoma, Non-Small-Cell Lung",Lung Neoplasms,59,59,66
Lung Neoplasms,Pyrimidines,57,66,71
Pyrimidines,drug therapy,57,71,65
Acrylamides,drug therapy,57,70,65
Acrylamides,Lung Neoplasms,56,70,66
Indoles,drug therapy,56,69,65
Aniline Compounds,drug therapy,56,69,65
Indoles,Lung Neoplasms,55,69,66
Aniline Compounds,Lung Neoplasms,55,69,66
"Carcinoma, Non-Small-Cell Lung",drug therapy,54,59,65
"Carcinoma, Non-Small-Cell Lung",Pyrimidines,52,59,71
Acrylamides,"Carcinoma, Non-Small-Cell Lung",51,70,59
Aniline Compounds,"Carcinoma, Non-Small-Cell Lung",50,69,59
"Carcinoma, Non-Small-Cell Lung",Indoles,50,59,69
ErbB Receptors,Lung Neoplasms,48,53,66
ErbB Receptors,Pyrimidines,47,53,71
Acrylamides,ErbB Receptors,46,70,53
"Carcinoma, Non-Small-Cell Lung",ErbB Receptors,46,59,53
Aniline Compounds,ErbB Receptors,45,69,53
ErbB Receptors,Indoles,45,53,69
ErbB Receptors,drug therapy,44,53,65
Lung Neoplasms,Protein Kinase Inhibitors,44,66,49
Protein Kinase Inhibitors,drug therapy,43,49,65
Protein Kinase Inhibitors,Pyrimidines,43,49,71
Pyrimidines,adverse effects,42,71,51
Aniline Compounds,adverse effects,42,69,51
Acrylamides,Protein Kinase Inhibitors,42,70,49
Acrylamides,adverse effects,42,70,51
Indoles,adverse effects,42,69,51
Indoles,Protein Kinase Inhibitors,41,69,49
adverse effects,drug therapy,41,51,65
Aniline Compounds,Protein Kinase Inhibitors,41,69,49
"Carcinoma, Non-Small-Cell Lung",Protein Kinase Inhibitors,40,59,49
Lung Neoplasms,genetics,40,66,44
Lung Neoplasms,Mutation,39,66,39
ErbB Receptors,genetics,39,53,44
"Carcinoma, Non-Small-Cell Lung",genetics,39,59,44
ErbB Receptors,Protein Kinase Inhibitors,38,53,49
Lung Neoplasms,adverse effects,38,66,51
drug therapy,genetics,37,65,44
Pyrimidines,genetics,37,71,44
Indoles,genetics,36,69,44
Acrylamides,genetics,36,70,44
"Carcinoma, Non-Small-Cell Lung",Mutation,36,59,39
Aniline Compounds,genetics,36,69,44
Mutation,drug therapy,35,39,65
Mutation,Pyrimidines,35,39,71
"Carcinoma, Non-Small-Cell Lung",adverse effects,34,59,51
drug therapy,therapeutic use,34,65,36
ErbB Receptors,Mutation,34,53,39
Indoles,Osimertinib,33,69,82
Indoles,Mutation,33,69,39
Aniline Compounds,Mutation,33,69,39
Acrylamides,Osimertinib,33,70,82
Aniline Compounds,Osimertinib,33,69,82
Acrylamides,Mutation,33,70,39
Protein Kinase Inhibitors,adverse effects,33,49,51
Lung Neoplasms,therapeutic use,33,66,36
Osimertinib,Pyrimidines,33,82,71
Antineoplastic Agents,adverse effects,31,36,51
"Carcinoma, Non-Small-Cell Lung",therapeutic use,31,59,36
Pyrimidines,therapeutic use,31,71,36
Mutation,genetics,30,39,44
Aniline Compounds,therapeutic use,30,69,36
Acrylamides,therapeutic use,30,70,36
Acrylamides,Antineoplastic Agents,30,70,36
Indoles,therapeutic use,30,69,36
Mutation,Protein Kinase Inhibitors,30,39,49
Aniline Compounds,Antineoplastic Agents,29,69,36
ErbB Receptors,adverse effects,29,53,51
ErbB Receptors,therapeutic use,29,53,36
Antineoplastic Agents,Indoles,29,36,69
Protein Kinase Inhibitors,therapeutic use,29,49,36
Antineoplastic Agents,Pyrimidines,29,36,71
Antineoplastic Agents,drug therapy,28,36,65
Protein Kinase Inhibitors,genetics,27,49,44
Cardiotoxicity,Osimertinib,27,47,82
Osimertinib,drug therapy,27,82,65
genetics,therapeutic use,27,44,36
Pyrimidines,pathology,26,71,30
Antineoplastic Agents,"Carcinoma, Non-Small-Cell Lung",26,36,59
Antineoplastic Agents,Lung Neoplasms,26,36,66
Lung Neoplasms,pathology,26,66,30
Osimertinib,adverse effects,26,82,51
Lung Neoplasms,Osimertinib,26,66,82
Cardiotoxicity,Indoles,25,47,69
Aniline Compounds,Cardiotoxicity,25,69,47
"Carcinoma, Non-Small-Cell Lung",pathology,25,59,30
Cardiotoxicity,adverse effects,25,47,51
"Carcinoma, Non-Small-Cell Lung",Osimertinib,25,59,82
Acrylamides,pathology,25,70,30
Acrylamides,Cardiotoxicity,25,70,47
Cardiotoxicity,Pyrimidines,25,47,71
Antineoplastic Agents,Protein Kinase Inhibitors,25,36,49
Aniline Compounds,pathology,25,69,30
Indoles,pathology,25,69,30
Osimertinib,Protein Kinase Inhibitors,24,82,49
Antineoplastic Agents,ErbB Receptors,24,36,53
drug therapy,pathology,23,65,30
adverse effects,chemically induced,22,51,26
chemically induced,drug therapy,22,26,65
genetics,pathology,22,44,30
adverse effects,genetics,22,51,44
ErbB Receptors,Osimertinib,22,53,82
adverse effects,therapeutic use,21,51,36
Mutation,adverse effects,21,39,51
Indoles,chemically induced,21,69,26
Aniline Compounds,chemically induced,21,69,26
Pyrimidines,chemically induced,21,71,26
Acrylamides,chemically induced,21,70,26
Cardiotoxicity,drug therapy,21,47,65
ErbB Receptors,pathology,20,53,30
Mutation,therapeutic use,20,39,36
Osimertinib,genetics,20,82,44
Cardiotoxicity,etiology,19,47,20
Lung Neoplasms,chemically induced,19,66,26
Antineoplastic Agents,Osimertinib,19,36,82
Antineoplastic Agents,chemically induced,18,36,26
Cardiotoxicity,Lung Neoplasms,18,47,66
"Carcinoma, Non-Small-Cell Lung",chemically induced,18,59,26
adverse effects,etiology,18,51,20
Antineoplastic Agents,therapeutic use,18,36,36
Antineoplastic Agents,Cardiotoxicity,18,36,47
Mutation,Osimertinib,18,39,82
Protein Kinase Inhibitors,chemically induced,17,49,26
Antineoplastic Agents,genetics,17,36,44
Osimertinib,heart failure,17,82,31
Cardiotoxicity,heart failure,17,47,31
"Carcinoma, Non-Small-Cell Lung",Cardiotoxicity,17,59,47
Acrylamides,antagonists & inhibitors,17,70,18
"Aged, 80 and over",Pyrimidines,16,17,71
"Aged, 80 and over",Aniline Compounds,16,17,69
ErbB Receptors,antagonists & inhibitors,16,53,18
Acrylamides,"Aged, 80 and over",16,70,17
Cardiotoxicity,Protein Kinase Inhibitors,16,47,49
Pyrimidines,antagonists & inhibitors,16,71,18
"Aged, 80 and over",Indoles,16,17,69
Indoles,antagonists & inhibitors,15,69,18
Indoles,etiology,15,69,20
"Aged, 80 and over",Lung Neoplasms,15,17,66
"Carcinoma, Non-Small-Cell Lung",epidemiology,15,59,16
Acrylamides,etiology,15,70,20
"Aged, 80 and over","Carcinoma, Non-Small-Cell Lung",15,17,59
Aniline Compounds,etiology,15,69,20
Pyrimidines,etiology,15,71,20
Cardiotoxicity,chemically induced,15,47,26
Lung Neoplasms,epidemiology,15,66,16
Aniline Compounds,antagonists & inhibitors,15,69,18
Acrylamides,pharmacology,15,70,18
adverse effects,antagonists & inhibitors,15,51,18
Osimertinib,therapeutic use,15,82,36
Pyrimidines,pharmacology,14,71,18
"Aged, 80 and over",ErbB Receptors,14,17,53
Protein Kinase Inhibitors,pathology,14,49,30
pathology,therapeutic use,14,30,36
antagonists & inhibitors,drug therapy,14,18,65
"Aged, 80 and over",drug therapy,14,17,65
Osimertinib,pathology,14,82,30
Mutation,pathology,14,39,30
ErbB Receptors,chemically induced,14,53,26
adverse effects,pathology,14,51,30
drug therapy,epidemiology,14,65,16
Indoles,metabolism,13,69,16
Pyrimidines,metabolism,13,71,16
Aniline Compounds,metabolism,13,69,16
Aniline Compounds,heart failure,13,69,31
Acrylamides,metabolism,13,70,16
Indoles,heart failure,13,69,31
Acrylamides,heart failure,13,70,31
Pyrimidines,epidemiology,13,71,16
Aniline Compounds,epidemiology,13,69,16
drug therapy,etiology,13,65,20
Pyrimidines,heart failure,13,71,31
adverse effects,epidemiology,13,51,16
Acrylamides,epidemiology,13,70,16
Indoles,pharmacology,13,69,18
"Carcinoma, Non-Small-Cell Lung",antagonists & inhibitors,13,59,18
Cardiotoxicity,ErbB Receptors,13,47,53
Lung Neoplasms,antagonists & inhibitors,13,66,18
Indoles,epidemiology,13,69,16
Aniline Compounds,pharmacology,13,69,18
Osimertinib,non-small cell lung cancer,13,82,19
chemically induced,therapeutic use,12,26,36
Cardiotoxicity,genetics,12,47,44
adverse effects,heart failure,12,51,31
Antineoplastic Agents,etiology,12,36,20
ErbB Receptors,epidemiology,12,53,16
Antineoplastic Agents,Mutation,12,36,39
"Aged, 80 and over",adverse effects,12,17,51
Protein Kinase Inhibitors,antagonists & inhibitors,12,49,18
Acrylamides,drug effects,12,70,14
Antineoplastic Agents,epidemiology,12,36,16
"Aged, 80 and over",genetics,11,17,44
"Carcinoma, Non-Small-Cell Lung",pharmacology,11,59,18
Cardiotoxicity,drug effects,11,47,14
chemically induced,heart failure,11,26,31
metabolism,pharmacology,11,16,18
Lung Neoplasms,pharmacology,11,66,18
Antineoplastic Agents,antagonists & inhibitors,11,36,18
Osimertinib,chemically induced,11,82,26
drug therapy,pharmacology,11,65,18
adverse effects,diagnosis,11,51,15
Aniline Compounds,drug effects,11,69,14
Pyrimidines,drug effects,11,71,14
Lung Neoplasms,NSCLC,11,66,13
NSCLC,drug therapy,11,13,65
Indoles,drug effects,11,69,14
drug therapy,heart failure,11,65,31
Lung Neoplasms,etiology,11,66,20
"Aged, 80 and over",Antineoplastic Agents,10,17,36
"Aged, 80 and over",therapeutic use,10,17,36
"Carcinoma, Non-Small-Cell Lung",NSCLC,10,59,13
"Carcinoma, Non-Small-Cell Lung",etiology,10,59,20
diagnosis,drug therapy,10,15,65
drug effects,metabolism,10,14,16
"Carcinoma, Non-Small-Cell Lung",diagnosis,10,59,15
Protein Kinase Inhibitors,etiology,10,49,20
Cardiotoxicity,therapeutic use,10,47,36
"Aged, 80 and over",Mutation,10,17,39
ErbB Receptors,pharmacology,10,53,18
Protein Kinase Inhibitors,pharmacology,10,49,18
Lung Neoplasms,diagnosis,10,66,15
Protein Kinase Inhibitors,diagnosis,10,49,15
"Aged, 80 and over",pathology,10,17,30
Lung Neoplasms,heart failure,10,66,31
"Aged, 80 and over",Protein Kinase Inhibitors,9,17,49
chemically induced,epidemiology,9,26,16
antagonists & inhibitors,therapeutic use,9,18,36
Cardiotoxicity,epidemiology,9,47,16
epidemiology,therapeutic use,9,16,36
Antineoplastic Agents,diagnosis,9,36,15
Osimertinib,etiology,9,82,20
pharmacology,therapeutic use,9,18,36
Indoles,diagnosis,9,69,15
chemically induced,diagnosis,9,26,15
Lung Neoplasms,lung cancer,9,66,21
Aniline Compounds,diagnosis,9,69,15
"Myocytes, Cardiac",metabolism,9,10,16
Acrylamides,NSCLC,9,70,13
chemically induced,genetics,9,26,44
Protein Kinase Inhibitors,epidemiology,9,49,16
"Carcinoma, Non-Small-Cell Lung",heart failure,9,59,31
adverse effects,drug effects,9,51,14
Pyrimidines,diagnosis,9,71,15
pathology,pharmacology,9,30,18
Mutation,chemically induced,9,39,26
"Aged, 80 and over",Osimertinib,9,17,82
Antineoplastic Agents,heart failure,9,36,31
drug effects,pharmacology,9,14,18
Cardiotoxicity,metabolism,9,47,16
genetics,pharmacology,9,44,18
NSCLC,Osimertinib,9,13,82
Antineoplastic Agents,pathology,9,36,30
Indoles,administration & dosage,8,69,9
Osimertinib,drug effects,8,82,14
antagonists & inhibitors,chemically induced,8,18,26
ErbB Receptors,etiology,8,53,20
NSCLC,Protein Kinase Inhibitors,8,13,49
Acrylamides,diagnosis,8,70,15
Cardiotoxicity,pathology,8,47,30
epidemiology,genetics,8,16,44
Acrylamides,administration & dosage,8,70,9
administration & dosage,drug therapy,8,9,65
Indoles,NSCLC,8,69,13
administration & dosage,adverse effects,8,9,51
Pyrimidines,administration & dosage,8,71,9
Antineoplastic Agents,drug effects,8,36,14
Aniline Compounds,administration & dosage,8,69,9
NSCLC,Pyrimidines,8,13,71
Cardiotoxicity,pharmacology,8,47,18
Osimertinib,lung cancer,8,82,21
"Myocytes, Cardiac",drug effects,8,10,14
antagonists & inhibitors,genetics,8,18,44
epidemiology,pathology,8,16,30
ErbB Receptors,NSCLC,8,53,13
ErbB Receptors,diagnosis,8,53,15
NSCLC,genetics,8,13,44
Cardiotoxicity,"Myocytes, Cardiac",8,47,10
Aniline Compounds,NSCLC,8,69,13
Cardiotoxicity,antagonists & inhibitors,8,47,18
EGFR,Osimertinib,7,11,82
Osimertinib,epidermal growth factor receptor,7,82,10
"Aged, 80 and over",antagonists & inhibitors,7,17,18
"Carcinoma, Non-Small-Cell Lung",lung cancer,7,59,21
"Myocytes, Cardiac",Pyrimidines,7,10,71
Osimertinib,QT prolongation,7,82,7
drug therapy,lung cancer,7,65,21
Acrylamides,lung cancer,7,70,21
Aniline Compounds,"Myocytes, Cardiac",7,69,10
Heart Diseases,drug therapy,7,9,65
ErbB Receptors,heart failure,7,53,31
Osimertinib,metabolism,7,82,16
metabolism,pathology,7,16,30
Cardiotoxicity,diagnosis,7,47,15
Osimertinib,pharmacology,7,82,18
"Aged, 80 and over",epidemiology,7,17,16
Acrylamides,"Myocytes, Cardiac",7,70,10
etiology,genetics,7,20,44
Heart Diseases,adverse effects,7,9,51
Cardiotoxicity,Mutation,7,47,39
Osimertinib,diagnosis,7,82,15
adverse effects,metabolism,7,51,16
"Aged, 80 and over",administration & dosage,7,17,9
Indoles,"Myocytes, Cardiac",7,69,10
Heart Diseases,chemically induced,7,9,26
etiology,therapeutic use,7,20,36
Acrylamides,Heart Diseases,6,70,9
Heart Diseases,Indoles,6,9,69
ErbB Receptors,metabolism,6,53,16
Aniline Compounds,Heart Diseases,6,69,9
drug therapy,metabolism,6,65,16
genetics,metabolism,6,44,16
Lung Neoplasms,administration & dosage,6,66,9
"Carcinoma, Non-Small-Cell Lung",administration & dosage,6,59,9
Mutation,diagnosis,6,39,15
Antineoplastic Agents,NSCLC,6,36,13
Cardiotoxicity,lung cancer,6,47,21
antagonists & inhibitors,drug effects,6,18,14
"Aged, 80 and over",chemically induced,6,17,26
Antineoplastic Agents,metabolism,6,36,16
Cardiotoxicity,cardio-oncology,6,47,11
chemically induced,etiology,6,26,20
epidemiology,etiology,6,16,20
EGFR,genetics,6,11,44
Indoles,lung cancer,6,69,21
NSCLC,therapeutic use,6,13,36
antagonists & inhibitors,epidemiology,6,18,16
Afatinib,Pyrimidines,6,7,71
Afatinib,Indoles,6,7,69
Acrylamides,Afatinib,6,70,7
Afatinib,Aniline Compounds,6,7,69
Pyrimidines,lung cancer,6,71,21
Mutation,antagonists & inhibitors,6,39,18
Protein Kinase Inhibitors,lung cancer,6,49,21
diagnosis,genetics,6,15,44
Mutation,pharmacology,6,39,18
diagnosis,therapeutic use,6,15,36
chemically induced,pathology,6,26,30
"Myocytes, Cardiac",pharmacology,6,10,18
"Drug Resistance, Neoplasm",drug therapy,6,6,65
Osimertinib,antagonists & inhibitors,6,82,18
Osimertinib,epidemiology,6,82,16
"Carcinoma, Non-Small-Cell Lung",metabolism,6,59,16
Aniline Compounds,lung cancer,6,69,21
Heart Diseases,Pyrimidines,6,9,71
Antineoplastic Agents,Heart Diseases,6,36,9
ErbB Receptors,lung cancer,6,53,21
"Myocytes, Cardiac",adverse effects,6,10,51
Lung Neoplasms,metabolism,6,66,16
Protein Kinase Inhibitors,heart failure,6,49,31
Induced Pluripotent Stem Cells,"Myocytes, Cardiac",5,5,10
drug effects,etiology,5,14,20
Antineoplastic Agents,"Myocytes, Cardiac",5,36,10
Adverse Drug Reaction Reporting Systems,Antineoplastic Agents,5,6,36
Afatinib,ErbB Receptors,5,7,53
Protein Kinase Inhibitors,drug effects,5,49,14
Afatinib,Protein Kinase Inhibitors,5,7,49
Protein Kinase Inhibitors,metabolism,5,49,16
antagonists & inhibitors,pathology,5,18,30
Lung Neoplasms,targeted therapy,5,66,6
"Carcinoma, Non-Small-Cell Lung",targeted therapy,5,59,6
Heart Diseases,diagnosis,5,9,15
Heart Diseases,Protein Kinase Inhibitors,5,9,49
Tyrosine Kinase Inhibitors,drug therapy,5,8,65
Protein Kinase Inhibitors,Tyrosine Kinase Inhibitors,5,49,8
Acrylamides,Tyrosine Kinase Inhibitors,5,70,8
Lung Neoplasms,Tyrosine Kinase Inhibitors,5,66,8
drug effects,drug therapy,5,14,65
Adverse Drug Reaction Reporting Systems,Pharmacovigilance,5,6,8
EGFR,Lung Neoplasms,5,11,66
Pharmacovigilance,adverse effects,5,8,51
Adverse Drug Reaction Reporting Systems,adverse effects,5,6,51
Afatinib,adverse effects,5,7,51
"Carcinoma, Non-Small-Cell Lung",Tyrosine Kinase Inhibitors,5,59,8
ErbB Receptors,Tyrosine Kinase Inhibitors,5,53,8
Cardiotoxicity,Induced Pluripotent Stem Cells,5,47,5
antagonists & inhibitors,etiology,5,18,20
Mutation,NSCLC,5,39,13
etiology,heart failure,5,20,31
"Carcinoma, Non-Small-Cell Lung",EGFR,5,59,11
adverse effects,lung cancer,5,51,21
Long QT Syndrome,adverse effects,5,5,51
Adenocarcinoma of Lung,Lung Neoplasms,5,5,66
"Myocytes, Cardiac",etiology,5,10,20
"Myocytes, Cardiac",Osimertinib,5,10,82
Heart Diseases,therapeutic use,5,9,36
Osimertinib,Tyrosine kinase inhibitor,5,82,8
Induced Pluripotent Stem Cells,drug effects,5,5,14
EGFR,ErbB Receptors,5,11,53
"Drug Resistance, Neoplasm",Pyrimidines,5,6,71
adverse effects,pharmacology,5,51,18
heart failure,lung cancer,5,31,21
drug therapy,mortality,5,65,5
drug effects,pathology,5,14,30
Lung Neoplasms,"Neoplasm Recurrence, Local",5,66,6
ErbB Receptors,"Neoplasm Recurrence, Local",5,53,6
genetics,heart failure,5,44,31
Osimertinib,cardio-oncology,5,82,11
Mutation,epidemiology,5,39,16
"Drug Resistance, Neoplasm",Indoles,5,6,69
Aniline Compounds,"Drug Resistance, Neoplasm",5,69,6
Cardiotoxicity,Heart Diseases,5,47,9
ErbB Receptors,administration & dosage,5,53,9
NSCLC,pathology,5,13,30
epidermal growth factor receptor,non-small cell lung cancer,5,10,19
"Drug Resistance, Neoplasm",Lung Neoplasms,5,6,66
Antineoplastic Agents,pharmacology,5,36,18
cardio-oncology,drug therapy,5,11,65
adverse effects,cardio-oncology,5,51,11
Acrylamides,"Drug Resistance, Neoplasm",5,70,6
administration & dosage,pathology,5,9,30
"Carcinoma, Non-Small-Cell Lung","Drug Resistance, Neoplasm",5,59,6
EGFR mutation,Osimertinib,5,6,82
Mutation,heart failure,5,39,31
Heart Diseases,Lung Neoplasms,5,9,66
Osimertinib,administration & dosage,4,82,9
Indoles,Induced Pluripotent Stem Cells,4,69,5
Induced Pluripotent Stem Cells,Pyrimidines,4,5,71
Pyrimidines,toxicity,4,71,4
"Drug Resistance, Neoplasm",Protein Kinase Inhibitors,4,6,49
"Drug Resistance, Neoplasm",therapeutic use,4,6,36
diagnosis,pathology,4,15,30
etiology,metabolism,4,20,16
Induced Pluripotent Stem Cells,metabolism,4,5,16
Induced Pluripotent Stem Cells,etiology,4,5,20
Aniline Compounds,Tyrosine Kinase Inhibitors,4,69,8
"Drug Resistance, Neoplasm",ErbB Receptors,4,6,53
Cardiotoxicity,non-small cell lung cancer,4,47,19
Tyrosine Kinase Inhibitors,adverse effects,4,8,51
"Carcinoma, Non-Small-Cell Lung",Molecular Targeted Therapy,4,59,5
Antineoplastic Agents,lung cancer,4,36,21
administration & dosage,therapeutic use,4,9,36
Antineoplastic Combined Chemotherapy Protocols,administration & dosage,4,4,9
Acrylamides,"Cell Line, Tumor",4,70,4
Molecular Targeted Therapy,targeted therapy,4,5,6
Antineoplastic Combined Chemotherapy Protocols,Pyrimidines,4,4,71
Aniline Compounds,"Neoplasm Recurrence, Local",4,69,6
administration & dosage,antagonists & inhibitors,4,9,18
Acrylamides,"Neoplasm Recurrence, Local",4,70,6
"Neoplasm Recurrence, Local",Pyrimidines,4,6,71
Acrylamides,Antineoplastic Combined Chemotherapy Protocols,4,70,4
Aniline Compounds,Antineoplastic Combined Chemotherapy Protocols,4,69,4
Antineoplastic Combined Chemotherapy Protocols,Indoles,4,4,69
genetics,lung cancer,4,44,21
administration & dosage,genetics,4,9,44
Acrylamides,Induced Pluripotent Stem Cells,4,70,5
Indoles,Tyrosine kinase inhibitor,4,69,8
Long QT Syndrome,Lung Neoplasms,4,5,66
Aniline Compounds,Long QT Syndrome,4,69,5
"Carcinoma, Non-Small-Cell Lung",Long QT Syndrome,4,59,5
"Cell Line, Tumor",Lung Neoplasms,4,4,66
Antineoplastic Agents,administration & dosage,4,36,9
NSCLC,pharmacology,4,13,18
"Drug Resistance, Neoplasm",pharmacology,4,6,18
adverse effects,targeted therapy,4,51,6
drug therapy,targeted therapy,4,65,6
Cardiotoxicity,toxicity,4,47,4
diagnosis,epidemiology,4,15,16
etiology,pathology,4,20,30
Tyrosine Kinase Inhibitors,antagonists & inhibitors,4,8,18
"Myocytes, Cardiac",pathology,4,10,30
Acrylamides,toxicity,4,70,4
drug effects,toxicity,4,14,4
Acrylamides,Long QT Syndrome,4,70,5
Long QT Syndrome,drug therapy,4,5,65
Aniline Compounds,Tyrosine kinase inhibitor,4,69,8
Cardiotoxicity,Tyrosine kinase inhibitor,4,47,8
Lung Neoplasms,Molecular Targeted Therapy,4,66,5
diagnosis,etiology,4,15,20
EGFR,lung cancer,4,11,21
Lung Neoplasms,drug effects,4,66,14
"Carcinoma, Non-Small-Cell Lung",drug effects,4,59,14
Indoles,Tyrosine Kinase Inhibitors,4,69,8
Pyrimidines,Tyrosine Kinase Inhibitors,4,71,8
Protein Kinase Inhibitors,mortality,4,49,5
Antineoplastic Agents,mortality,4,36,5
"Aged, 80 and over",Cardiotoxicity,4,17,47
EGFR,Pyrimidines,4,11,71
NSCLC,adverse effects,4,13,51
mortality,therapeutic use,4,5,36
Acrylamides,mortality,4,70,5
"Carcinoma, Non-Small-Cell Lung",non-small cell lung cancer,4,59,19
Indoles,mortality,4,69,5
EGFR,drug therapy,4,11,65
Pyrimidines,mortality,4,71,5
Lung Neoplasms,cardio-oncology,4,66,11
ErbB Receptors,non-small cell lung cancer,4,53,19
Protein Kinase Inhibitors,non-small cell lung cancer,4,49,19
"Carcinoma, Non-Small-Cell Lung","Cell Line, Tumor",4,59,4
"Cell Line, Tumor",drug therapy,4,4,65
"Carcinoma, Non-Small-Cell Lung",Survival Rate,4,59,4
Pyrimidines,Survival Rate,4,71,4
Survival Rate,drug therapy,4,4,65
Survival Rate,genetics,4,4,44
Aniline Compounds,Survival Rate,4,69,4
ErbB Receptors,Survival Rate,4,53,4
Mutation,Survival Rate,4,39,4
Indoles,Survival Rate,4,69,4
Antineoplastic Agents,Cardiovascular Diseases,4,36,4
Indoles,"Neoplasm Recurrence, Local",4,69,6
Protein Kinase Inhibitors,cardio-oncology,4,49,11
Pyrimidines,non-small cell lung cancer,4,71,19
Afatinib,drug therapy,4,7,65
metabolism,therapeutic use,4,16,36
Acrylamides,Pharmacovigilance,4,70,8
Afatinib,Lung Neoplasms,4,7,66
Adverse Drug Reaction Reporting Systems,Osimertinib,4,6,82
Osimertinib,Pharmacovigilance,4,82,8
Long QT Syndrome,Osimertinib,4,5,82
Adverse Drug Reaction Reporting Systems,Pyrimidines,4,6,71
Pharmacovigilance,Pyrimidines,4,8,71
Lung Neoplasms,non-small cell lung cancer,4,66,19
Acrylamides,Adverse Drug Reaction Reporting Systems,4,70,6
Incidence,drug therapy,4,4,65
Incidence,Lung Neoplasms,4,4,66
diagnosis,heart failure,4,15,31
Heart Diseases,Osimertinib,4,9,82
heart failure,metabolism,4,31,16
Lung Neoplasms,mortality,4,66,5
ErbB Receptors,Republic of Korea,4,53,4
EGFR,pathology,4,11,30
"Carcinoma, Non-Small-Cell Lung",Republic of Korea,4,59,4
"Carcinoma, Non-Small-Cell Lung","Neoplasm Recurrence, Local",4,59,6
Republic of Korea,genetics,4,4,44
Cardiovascular Diseases,drug therapy,4,4,65
ErbB Receptors,mortality,4,53,5
Aniline Compounds,mortality,4,69,5
"Carcinoma, Non-Small-Cell Lung",mortality,4,59,5
Cardiotoxicity,Risk Assessment,4,47,4
Adenocarcinoma,Osimertinib,4,6,82
chemically induced,physiopathology,4,26,4
antagonists & inhibitors,pharmacology,4,18,18
Adenocarcinoma of Lung,adverse effects,4,5,51
Antineoplastic Agents,Pharmacovigilance,4,36,8
chemically induced,metabolism,4,26,16
Antineoplastic Agents,Risk Assessment,4,36,4
Adverse Drug Reaction Reporting Systems,Indoles,4,6,69
Indoles,Pharmacovigilance,4,69,8
Aniline Compounds,Pharmacovigilance,4,69,8
Cardiotoxicity,NSCLC,4,47,13
Aniline Compounds,EGFR,4,69,11
Acrylamides,EGFR,4,70,11
EGFR,Indoles,4,11,69
Lung Neoplasms,Survival Rate,4,66,4
"Neoplasm Recurrence, Local",genetics,4,6,44
Incidence,Pyrimidines,4,4,71
Incidence,Indoles,4,4,69
Adverse Drug Reaction Reporting Systems,Aniline Compounds,4,6,69
Acrylamides,Survival Rate,4,70,4
Lung Neoplasms,Republic of Korea,4,66,4
Mutation,Republic of Korea,4,39,4
Mutation,"Neoplasm Recurrence, Local",4,39,6
Risk Assessment,adverse effects,4,4,51
antagonists & inhibitors,diagnosis,4,18,15
ErbB Receptors,drug effects,4,53,14
"Carcinoma, Non-Small-Cell Lung",Incidence,4,59,4
Aniline Compounds,Incidence,4,69,4
Cardiovascular Diseases,adverse effects,4,4,51
Incidence,adverse effects,4,4,51
Acrylamides,Incidence,4,70,4
Cardiovascular Diseases,chemically induced,4,4,26
Incidence,epidemiology,4,4,16
"Drug Resistance, Neoplasm",drug effects,4,6,14
NSCLC,heart failure,4,13,31
Osimertinib,cardiomyopathy,4,82,5
Indoles,toxicity,4,69,4
Antineoplastic Combined Chemotherapy Protocols,drug therapy,4,4,65
Antineoplastic Agents,Induced Pluripotent Stem Cells,4,36,5
Non–small cell lung cancer,Osimertinib,4,4,82
metabolism,toxicity,4,16,4
Induced Pluripotent Stem Cells,adverse effects,4,5,51
Acrylamides,Tyrosine kinase inhibitor,4,70,8
Cardiotoxicity,Pharmacovigilance,4,47,8
Pyrimidines,Tyrosine kinase inhibitor,4,71,8
Aniline Compounds,Induced Pluripotent Stem Cells,4,69,5
Aniline Compounds,toxicity,4,69,4
drug effects,genetics,4,14,44
Long QT Syndrome,Protein Kinase Inhibitors,4,5,49
Long QT Syndrome,chemically induced,4,5,26
Indoles,Long QT Syndrome,4,69,5
Long QT Syndrome,Pyrimidines,4,5,71
Adverse Drug Reaction Reporting Systems,drug therapy,4,6,65
Pharmacovigilance,drug therapy,4,8,65
"Drug Resistance, Neoplasm",genetics,3,6,44
Indoles,Non–small cell lung cancer,3,69,4
Non–small cell lung cancer,Pyrimidines,3,4,71
Protein Kinase Inhibitors,targeted therapy,3,49,6
Osimertinib,cardiac toxicity,3,82,4
"Aged, 80 and over",NSCLC,3,17,13
"Carcinoma, Non-Small-Cell Lung",Disease Progression,3,59,3
Disease Progression,drug therapy,3,3,65
"Aged, 80 and over",Antineoplastic Combined Chemotherapy Protocols,3,17,4
Antineoplastic Combined Chemotherapy Protocols,adverse effects,3,4,51
"Neoplasm Recurrence, Local",therapeutic use,3,6,36
Incidence,Protein Kinase Inhibitors,3,4,49
ErbB Receptors,Incidence,3,53,4
"Cell Line, Tumor",NSCLC,3,4,13
Molecular Targeted Therapy,adverse effects,3,5,51
Antineoplastic Agents,Molecular Targeted Therapy,3,36,5
Pyrimidines,Republic of Korea,3,71,4
